"","V1","V2","V3","V4","V5"
"1697",4,140,14530623,1,14530762
"1698",4,207,14535450,1,14535656
"1699",4,5,14536015,1,14536019
"1700",4,118,14536266,1,14536383
"1701",4,92,14554437,1,14554528
"1702",4,186,14559512,1,14559697
"1703",4,146,14559977,1,14560122
"1704",4,134,14565483,1,14565616
"1705",4,127,14572197,1,14572323
"1706",4,124,14573089,1,14573212
"1707",4,101,14579295,1,14579395
"1708",4,201,14586585,1,14586785
"1709",4,187,14587085,1,14587271
"1710",4,159,14592312,1,14592470
"1711",4,131,14593927,1,14594057
"1712",4,123,14603613,1,14603735
"1713",4,138,14609116,1,14609253
"1714",4,130,14617169,1,14617298
"1715",4,146,14627590,1,14627735
"1716",4,108,14629441,1,14629548
"1717",4,161,14637370,1,14637530
"1718",4,163,14643528,1,14643690
"1719",4,183,14643850,1,14644032
"1720",4,89,14646391,1,14646479
"1721",4,115,14652539,1,14652653
"1722",4,742,14659831,1,14660572
"1723",4,131,14666219,1,14666349
"1724",4,592,14673770,1,14674361
"1725",4,48,14684020,1,14684067
"1726",4,148,14693573,1,14693720
"1727",4,136,14700005,1,14700140
"1728",4,123,14706747,1,14706869
"1729",4,139,14715150,1,14715288
"1730",4,155,14720660,1,14720814
"1731",4,146,14727936,1,14728081
"1732",4,156,14732157,1,14732312
"1733",4,403,14736427,1,14736829
"1734",4,137,14737035,1,14737171
"1735",4,419,14744448,1,14744866
"1736",4,271,14744980,1,14745250
"1737",4,148,14754120,1,14754267
"1738",4,180,14760392,1,14760571
"1739",4,146,14769205,1,14769350
"1740",4,940,14778352,1,14779291
"1741",4,161,14779655,1,14779815
"1742",4,144,14780467,1,14780610
"1743",4,99,14780995,1,14781093
"1744",4,159,14786781,1,14786939
"1745",4,108,14789516,1,14789623
"1746",4,373,14793333,1,14793705
"1747",4,135,14797291,1,14797425
"1748",4,115,14802423,1,14802537
"1749",4,403,14809019,1,14809421
"1750",4,148,14809633,1,14809780
"1751",4,190,14810111,1,14810300
"1752",4,157,14818503,1,14818659
"1753",4,1050,14823533,1,14824582
"1754",4,166,14830024,1,14830189
"1755",4,525,14838306,1,14838830
"1756",4,181,14838986,1,14839166
"1757",4,78,14845423,1,14845500
"1758",4,137,14846056,1,14846192
"1759",4,111,14851761,1,14851871
"1760",4,140,14858020,1,14858159
"1761",4,125,14869604,1,14869728
"1762",4,134,14875298,1,14875431
"1763",4,152,14875896,1,14876047
"1764",4,132,14876387,1,14876518
"1765",4,104,14878512,1,14878615
"1766",4,144,14881787,1,14881930
"1767",4,109,14886598,1,14886706
"1768",4,220,14893035,1,14893254
"1769",4,392,14893519,1,14893910
"1770",4,454,14894156,1,14894609
"1771",4,236,14900184,1,14900419
"1772",4,197,14900658,1,14900854
"1773",4,172,14906996,1,14907167
"1774",4,616,14913685,1,14914300
"1775",4,145,14914639,1,14914783
"1776",4,117,14922495,1,14922611
"1777",4,101,14928684,1,14928784
"1778",4,418,14938103,1,14938520
"1779",4,570,14945446,1,14946015
"1780",4,585,14950961,1,14951545
"1781",4,162,14956978,1,14957139
"1782",4,162,14958442,1,14958603
"1783",4,798,14963739,1,14964536
"1784",4,726,14971412,1,14972137
"1785",4,244,14972556,1,14972799
"1786",4,165,14977860,1,14978024
"1787",4,196,14987179,1,14987374
"1788",4,145,14989499,1,14989643
"1789",4,134,14994313,1,14994446
"1790",4,542,15003069,1,15003610
"1791",4,154,15007454,1,15007607
"1792",4,153,15013215,1,15013367
"1793",4,366,15014315,1,15014680
"1794",4,107,15014938,1,15015044
"1795",4,161,15019410,1,15019570
"1796",4,171,15019843,1,15020013
"1797",4,186,15026585,1,15026770
"1798",4,209,15033357,1,15033565
"1799",4,106,15037808,1,15037913
"1800",4,103,15045246,1,15045348
"1801",4,119,15047103,1,15047221
"1802",4,169,15053861,1,15054029
"1803",4,134,15064093,1,15064226
"1804",4,127,15067171,1,15067297
"1805",4,63,15074087,1,15074149
"1806",4,192,15074711,1,15074902
"1807",4,168,15082178,1,15082345
"1808",4,576,15082485,1,15083060
"1809",4,146,15084921,1,15085066
"1810",4,400,15090199,1,15090598
"1811",4,95,15093668,1,15093762
"1812",4,1727,15101463,1,15103189
"1813",4,813,15103590,1,15104402
"1814",4,164,15109160,1,15109323
"1815",4,1166,15115838,1,15117003
"1816",4,93,15124550,1,15124642
"1817",4,1442,15131969,1,15133410
"1818",4,971,15141026,1,15141996
"1819",4,2330,15142353,1,15144682
"1820",4,66,15152461,1,15152526
"1821",4,82,15155893,1,15155974
"1822",4,62,15160171,1,15160232
"1823",4,84,15162785,1,15162868
"1824",4,127,15166583,1,15166709
"1825",4,93,15171212,1,15171304
"1826",4,143,15171459,1,15171601
"1827",4,85,15176403,1,15176487
"1828",4,123,15182609,1,15182731
"1829",4,134,15192259,1,15192392
"1830",4,111,15197659,1,15197769
"1831",4,114,15200117,1,15200230
"1832",4,120,15213331,1,15213450
"1833",4,133,15214903,1,15215035
"1834",4,116,15219068,1,15219183
"1835",4,91,15232483,1,15232573
"1836",4,426,15240844,1,15241269
"1837",4,744,15257526,1,15258269
"1838",4,216,15258492,1,15258707
"1839",4,586,15258942,1,15259527
"1840",4,278,15259878,1,15260155
"1841",4,147,15269675,1,15269821
"1842",4,567,15270974,1,15271540
"1843",4,88,15274016,1,15274103
"1844",4,650,15310989,1,15311638
"1845",4,960,15311847,1,15312806
"1846",4,239,15313517,1,15313755
"1847",4,183,15319929,1,15320111
"1848",4,867,15321591,1,15322457
"1849",4,151,15323119,1,15323269
"1850",4,94,15323532,1,15323625
"1851",4,197,15323990,1,15324186
"1852",4,776,15331409,1,15332184
"1853",4,116,15333692,1,15333807
"1854",4,141,15335584,1,15335724
"1855",4,151,15338926,1,15339076
"1856",4,180,15340384,1,15340563
"1857",4,156,15345365,1,15345520
"1858",4,148,15352415,1,15352562
"1859",5,65,1192133,1,1192197
"1860",5,99,1193144,1,1193242
"1861",5,52,1195563,1,1195614
"1862",5,90,1197688,1,1197777
"1863",5,84,1200131,1,1200214
"1864",5,646,1203597,1,1204242
"1865",5,108,1207758,1,1207865
"1866",5,151,1211555,1,1211705
"1867",5,200,1217117,1,1217316
"1868",5,88,1219419,1,1219506
"1869",5,76,1222437,1,1222512
"1870",5,136,1225216,1,1225351
"1871",5,53,1226234,1,1226286
"1872",5,71,1230584,1,1230654
"1873",5,178,1233990,1,1234167
"1874",5,57,1237987,1,1238043
"1875",5,150,1239034,1,1239183
"1876",5,145,1240422,1,1240566
"1877",5,153,1246146,1,1246298
"1878",5,132,1248532,1,1248663
"1879",5,110,1252656,1,1252765
"1880",5,121,1256654,1,1256774
"1881",5,116,1259525,1,1259640
"1882",5,106,1262674,1,1262779
"1883",5,138,1266573,1,1266710
"1884",5,62,1272012,1,1272073
"1885",5,93,1276811,1,1276903
"1886",5,101,1278090,1,1278190
"1887",5,139,1283263,1,1283401
"1888",5,69,1289662,1,1289730
"1889",5,90,1292903,1,1292992
"1890",5,45,1294537,1,1294581
"1891",5,96,1294763,1,1294858
"1892",5,96,1298876,1,1298971
"1893",5,97,1300634,1,1300730
"1894",5,113,1302372,1,1302484
"1895",5,134,1306114,1,1306247
"1896",5,64,1309932,1,1309995
"1897",5,82,1316804,1,1316885
"1898",5,105,1320343,1,1320447
"1899",5,105,1328490,1,1328594
"1900",5,43,1330641,1,1330683
"1901",5,157,1333805,1,1333961
"1902",5,126,1335986,1,1336111
"1903",5,162,1341798,1,1341959
"1904",5,129,1344879,1,1345007
"1905",5,173,1348350,1,1348522
"1906",5,62,1351338,1,1351399
"1907",5,102,1354946,1,1355047
"1908",5,89,1357305,1,1357393
"1909",5,145,1361391,1,1361535
"1910",5,96,1363295,1,1363390
"1911",5,98,1365447,1,1365544
"1912",5,67,1369746,1,1369812
"1913",5,138,1370163,1,1370300
"1914",5,167,1375556,1,1375722
"1915",5,267,1376454,1,1376720
"1916",5,70,1380849,1,1380918
"1917",5,148,1381916,1,1382063
"1918",5,1996,1382296,1,1384291
"1919",5,79,1386271,1,1386349
"1920",5,115,1389012,1,1389126
"1921",5,88,1392129,1,1392216
"1922",5,147,1396026,1,1396172
"1923",5,332,1396270,1,1396601
"1924",5,100,1398817,1,1398916
"1925",5,49,1403107,1,1403155
"1926",5,92,1403320,1,1403411
"1927",5,135,1405789,1,1405923
"1928",5,125,1411332,1,1411456
"1929",5,145,1413803,1,1413947
"1930",5,131,1417154,1,1417284
"1931",5,74,1417792,1,1417865
"1932",5,85,1420887,1,1420971
"1933",5,831,1423898,1,1424728
"1934",5,74,1427019,1,1427092
"1935",5,73,1432188,1,1432260
"1936",5,105,1434788,1,1434892
"1937",5,95,1436250,1,1436344
"1938",5,137,1438810,1,1438946
"1939",5,74,1440238,1,1440311
"1940",5,143,1442003,1,1442145
"1941",5,68,1446591,1,1446658
"1942",5,88,1451501,1,1451588
"1943",5,107,1453100,1,1453206
"1944",5,115,1454663,1,1454777
"1945",5,83,1457329,1,1457411
"1946",5,65,1461636,1,1461700
"1947",5,105,1462617,1,1462721
"1948",5,147,1466858,1,1467004
"1949",5,117,1469360,1,1469476
"1950",5,118,1473477,1,1473594
"1951",5,115,1477822,1,1477936
"1952",5,81,1481361,1,1481441
"1953",5,85,1484103,1,1484187
"1954",5,71,1486132,1,1486202
"1955",5,107,1489403,1,1489509
"1956",5,138,1493008,1,1493145
"1957",5,147,1496721,1,1496867
"1958",5,81,1498299,1,1498379
"1959",5,149,1502469,1,1502617
"1960",5,40,1504727,1,1504766
"1961",5,63,1506751,1,1506813
"1962",5,153,1509649,1,1509801
"1963",5,41,1512093,1,1512133
"1964",5,110,1514410,1,1514519
"1965",5,79,1518821,1,1518899
"1966",5,163,1522516,1,1522678
"1967",5,112,1524382,1,1524493
"1968",5,178,1527473,1,1527650
"1969",5,58,1528897,1,1528954
"1970",5,161,1533845,1,1534005
"1971",5,144,1536158,1,1536301
"1972",5,123,1538656,1,1538778
"1973",5,150,1539768,1,1539917
"1974",5,89,1540573,1,1540661
"1975",5,192,1543002,1,1543193
"1976",5,127,1544471,1,1544597
"1977",5,50,1548899,1,1548948
"1978",5,123,1551226,1,1551348
"1979",5,104,1554562,1,1554665
"1980",5,137,1557051,1,1557187
"1981",5,137,1558735,1,1558871
"1982",5,182,1560898,1,1561079
"1983",5,367,1564644,1,1565010
"1984",5,104,1566179,1,1566282
"1985",5,191,1570637,1,1570827
"1986",5,95,1573735,1,1573829
"1987",5,133,1575752,1,1575884
"1988",5,96,1578399,1,1578494
"1989",5,166,1578861,1,1579026
"1990",5,123,1580781,1,1580903
"1991",5,114,1583727,1,1583840
"1992",5,114,1586208,1,1586321
"1993",5,112,1587484,1,1587595
"1994",5,123,1587678,1,1587800
"1995",5,175,1588877,1,1589051
"1996",5,136,1591046,1,1591181
"1997",5,115,1593877,1,1593991
"1998",5,121,1597063,1,1597183
"1999",5,454,1601189,1,1601642
"2000",5,56,1603316,1,1603371
"2001",5,142,1604907,1,1605048
"2002",5,140,1607335,1,1607474
"2003",5,235,1608913,1,1609147
"2004",5,79,1610671,1,1610749
"2005",5,27,1615030,1,1615056
"2006",5,625,1615596,1,1616220
"2007",5,69,1619352,1,1619420
"2008",5,351,1625392,1,1625742
"2009",5,79,1626026,1,1626104
"2010",5,77,1626697,1,1626773
"2011",5,162,1629330,1,1629491
"2012",5,45,1631875,1,1631919
"2013",5,103,1633487,1,1633589
"2014",5,539,1636113,1,1636651
"2015",5,85,1637472,1,1637556
"2016",5,185,1639775,1,1639959
"2017",5,171,1643073,1,1643243
"2018",5,127,1646093,1,1646219
"2019",5,74,1647856,1,1647929
"2020",5,64,1651097,1,1651160
"2021",5,68,1653742,1,1653809
"2022",5,226,1655611,1,1655836
"2023",5,524,1655973,1,1656496
"2024",5,130,1656766,1,1656895
"2025",5,821,1660488,1,1661308
"2026",5,90,1664488,1,1664577
"2027",5,117,1667319,1,1667435
"2028",5,53,1669908,1,1669960
"2029",5,85,1671687,1,1671771
"2030",5,694,1674633,1,1675326
"2031",5,45,1676108,1,1676152
"2032",5,58,1677377,1,1677434
"2033",5,74,1682170,1,1682243
"2034",5,121,1684228,1,1684348
"2035",5,1256,1688161,1,1689416
"2036",5,89,1691691,1,1691779
"2037",5,91,1694098,1,1694188
"2038",5,264,1695916,1,1696179
"2039",5,88,1696457,1,1696544
"2040",5,12,1699386,1,1699397
"2041",5,127,1702035,1,1702161
"2042",5,127,1706732,1,1706858
"2043",5,227,1709011,1,1709237
"2044",5,119,1712269,1,1712387
"2045",5,367,1717079,1,1717445
"2046",5,125,1718672,1,1718796
"2047",5,82,1720938,1,1721019
"2048",5,170,1724330,1,1724499
"2049",5,154,1726507,1,1726660
"2050",5,125,1730564,1,1730688
"2051",5,136,1733134,1,1733269
"2052",5,197,1737295,1,1737491
"2053",5,881,1738429,1,1739309
"2054",5,80,1739678,1,1739757
"2055",5,73,1742043,1,1742115
"2056",5,118,1744224,1,1744341
"2057",5,38,1749048,1,1749085
"2058",5,137,1749293,1,1749429
"2059",5,82,1753522,1,1753603
"2060",5,66,1756254,1,1756319
"2061",5,2096,1758724,1,1760819
"2062",5,96,1763540,1,1763635
"2063",5,92,1766891,1,1766982
"2064",5,111,1769064,1,1769174
"2065",5,74,1775047,1,1775120
"2066",5,179,1777274,1,1777452
"2067",5,114,1778665,1,1778778
"2068",5,93,1781336,1,1781428
"2069",5,91,1784845,1,1784935
"2070",5,132,1785930,1,1786061
"2071",5,75,1787589,1,1787663
"2072",5,173,1790252,1,1790424
"2073",5,125,1791871,1,1791995
"2074",5,99,1793935,1,1794033
"2075",5,168,1796773,1,1796940
"2076",5,145,1798610,1,1798754
"2077",5,101,1800789,1,1800889
"2078",5,110,1804343,1,1804452
"2079",5,115,1807233,1,1807347
"2080",5,108,1810863,1,1810970
"2081",5,107,1813749,1,1813855
"2082",5,112,1815655,1,1815766
"2083",5,256,1819138,1,1819393
"2084",5,575,1819815,1,1820389
"2085",5,132,1820481,1,1820612
"2086",5,157,1825659,1,1825815
"2087",5,103,1827194,1,1827296
"2088",5,182,1832068,1,1832249
"2089",5,55,1833267,1,1833321
"2090",5,100,1835975,1,1836074
"2091",5,211,1839185,1,1839395
"2092",5,88,1840286,1,1840373
"2093",5,134,1843770,1,1843903
"2094",5,350,1846861,1,1847210
"2095",5,115,1847868,1,1847982
"2096",5,94,1851194,1,1851287
"2097",5,166,1854346,1,1854511
"2098",5,102,1856495,1,1856596
"2099",5,124,1858766,1,1858889
"2100",5,1507,1861235,1,1862741
"2101",5,76,1866114,1,1866189
"2102",5,19,1868503,1,1868521
"2103",5,82,1871227,1,1871308
"2104",5,99,1871632,1,1871730
"2105",5,98,1873525,1,1873622
"2106",5,170,1876342,1,1876511
"2107",5,106,1878926,1,1879031
"2108",5,93,1880795,1,1880887
"2109",5,120,1883597,1,1883716
"2110",5,52,1888177,1,1888228
"2111",5,989,1891324,1,1892312
"2112",5,57,1893676,1,1893732
"2113",5,265,1897417,1,1897681
"2114",5,105,1898666,1,1898770
"2115",5,49,1902191,1,1902239
"2116",5,140,1904868,1,1905007
"2117",5,100,1905660,1,1905759
"2118",5,93,1909425,1,1909517
"2119",5,122,1912147,1,1912268
"2120",5,95,1914830,1,1914924
"2121",5,143,1918589,1,1918731
"2122",5,90,1922044,1,1922133
"2123",5,88,1924288,1,1924375
"2124",5,1,1926992,1,1926992
"2125",5,82,1928687,1,1928768
"2126",5,124,1931552,1,1931675
"2127",5,183,1934261,1,1934443
"2128",5,66,1934984,1,1935049
"2129",5,124,1936336,1,1936459
"2130",5,52,1939753,1,1939804
"2131",5,87,1943476,1,1943562
"2132",5,51,1945594,1,1945644
"2133",5,157,1948559,1,1948715
"2134",5,94,1951184,1,1951277
"2135",5,113,1952944,1,1953056
"2136",5,170,1955620,1,1955789
"2137",5,1060,1956273,1,1957332
"2138",5,52,1959771,1,1959822
"2139",5,117,1962691,1,1962807
"2140",5,132,1965297,1,1965428
"2141",5,221,1969629,1,1969849
"2142",5,103,1972335,1,1972437
"2143",5,121,1974189,1,1974309
"2144",5,121,1977132,1,1977252
"2145",5,92,1980232,1,1980323
"2146",5,664,1983301,1,1983964
"2147",5,63,1984225,1,1984287
"2148",5,87,1986950,1,1987036
"2149",5,124,1990254,1,1990377
"2150",5,125,1991547,1,1991671
"2151",5,46,1994423,1,1994468
"2152",5,126,1997465,1,1997590
"2153",5,118,1999289,1,1999406
"2154",5,89,2002112,1,2002200
"2155",5,184,2004443,1,2004626
"2156",5,98,2006298,1,2006395
"2157",5,109,2008201,1,2008309
"2158",5,153,2011320,1,2011472
"2159",5,152,2012877,1,2013028
"2160",5,52,2020604,1,2020655
"2161",5,77,2021820,1,2021896
"2162",5,23,2022723,1,2022745
"2163",5,314,2023018,1,2023331
"2164",5,110,2023446,1,2023555
"2165",5,64,2024462,1,2024525
"2166",5,52,2027655,1,2027706
"2167",5,105,2029822,1,2029926
"2168",5,97,2031723,1,2031819
"2169",5,105,2034410,1,2034514
"2170",5,90,2036702,1,2036791
"2171",5,103,2038740,1,2038842
"2172",5,356,2041050,1,2041405
"2173",5,84,2041820,1,2041903
"2174",5,100,2046058,1,2046157
"2175",5,87,2054116,1,2054202
"2176",5,258,2058198,1,2058455
"2177",5,100,2059872,1,2059971
"2178",5,162,2062408,1,2062569
"2179",5,101,2064586,1,2064686
"2180",5,118,2066705,1,2066822
"2181",5,1995,2069324,1,2071318
"2182",5,35,2071907,1,2071941
"2183",5,94,2074028,1,2074121
"2184",5,100,2076598,1,2076697
"2185",5,77,2077459,1,2077535
"2186",5,181,2077658,1,2077838
"2187",5,121,2078014,1,2078134
"2188",5,101,2081372,1,2081472
"2189",5,123,2084044,1,2084166
"2190",5,175,2085327,1,2085501
"2191",5,81,2085734,1,2085814
"2192",5,62,2087621,1,2087682
"2193",5,73,2088761,1,2088833
"2194",5,90,2093134,1,2093223
"2195",5,94,2094212,1,2094305
"2196",5,68,2095962,1,2096029
"2197",5,149,2098192,1,2098340
"2198",5,129,2100157,1,2100285
"2199",5,27,2102757,1,2102783
"2200",5,973,2105037,1,2106009
"2201",5,46,2107635,1,2107680
"2202",5,129,2109707,1,2109835
"2203",5,216,2112216,1,2112431
"2204",5,86,2114453,1,2114538
"2205",5,158,2116113,1,2116270
"2206",5,132,2117887,1,2118018
"2207",5,1303,2120651,1,2121953
"2208",5,68,2124340,1,2124407
"2209",5,130,2127665,1,2127794
"2210",5,127,2129923,1,2130049
"2211",5,52,2131796,1,2131847
"2212",5,849,2134911,1,2135759
"2213",5,59,2139216,1,2139274
"2214",5,91,2141825,1,2141915
"2215",5,109,2143383,1,2143491
"2216",5,107,2145280,1,2145386
"2217",5,1087,2148378,1,2149464
"2218",5,79,2152324,1,2152402
"2219",5,384,2156241,1,2156624
"2220",5,92,2159314,1,2159405
"2221",5,368,2159925,1,2160292
"2222",5,1695,2163008,1,2164702
"2223",5,14,2167317,1,2167330
"2224",5,88,2168190,1,2168277
"2225",5,1060,2170695,1,2171754
"2226",5,1407,2172735,1,2174141
"2227",5,99,2174297,1,2174395
"2228",5,84,2175586,1,2175669
"2229",5,714,2177740,1,2178453
"2230",5,132,2180920,1,2181051
"2231",5,117,2182578,1,2182694
"2232",5,188,2183697,1,2183884
"2233",5,115,2184754,1,2184868
"2234",5,1093,2187223,1,2188315
"2235",5,127,2190578,1,2190704
"2236",5,320,2192274,1,2192593
"2237",5,154,2194771,1,2194924
"2238",5,102,2197525,1,2197626
"2239",5,316,2199989,1,2200304
"2240",5,141,2201045,1,2201185
"2241",5,2918,2204426,1,2207343
"2242",5,81,2207987,1,2208067
"2243",5,112,2210098,1,2210209
"2244",5,121,2211679,1,2211799
"2245",5,85,2214046,1,2214130
"2246",5,164,2215356,1,2215519
"2247",5,764,2218027,1,2218790
"2248",5,144,2219207,1,2219350
"2249",5,117,2222736,1,2222852
"2250",5,832,2225168,1,2225999
"2251",5,126,2226684,1,2226809
"2252",5,103,2228389,1,2228491
"2253",5,94,2230937,1,2231030
"2254",5,228,2232207,1,2232434
"2255",5,114,2234119,1,2234232
"2256",5,97,2236996,1,2237092
"2257",5,123,2239289,1,2239411
"2258",5,110,2241969,1,2242078
"2259",5,134,2243961,1,2244094
"2260",5,182,2246171,1,2246352
"2261",5,103,2249343,1,2249445
"2262",5,116,2251326,1,2251441
"2263",5,110,2253829,1,2253938
"2264",5,104,2255872,1,2255975
"2265",5,104,2258238,1,2258341
"2266",5,968,2260520,1,2261487
"2267",5,162,2261698,1,2261859
"2268",5,90,2262702,1,2262791
"2269",5,123,2265051,1,2265173
"2270",5,63,2265328,1,2265390
"2271",5,3181,2267445,1,2270625
"2272",5,72,2275457,1,2275528
"2273",5,56,2279129,1,2279184
"2274",5,189,2282067,1,2282255
"2275",5,107,2284688,1,2284794
"2276",5,1463,2288461,1,2289923
"2277",5,68,2293038,1,2293105
"2278",5,131,2293208,1,2293338
"2279",5,1076,2295358,1,2296433
"2280",5,162,2296719,1,2296880
"2281",5,97,2299213,1,2299309
"2282",5,14,2302758,1,2302771
"2283",5,26,2306598,1,2306623
"2284",5,735,2309217,1,2309951
"2285",5,44,2311164,1,2311207
"2286",5,111,2313091,1,2313201
"2287",5,1077,2316572,1,2317648
"2288",5,317,2320090,1,2320406
"2289",5,108,2322144,1,2322251
"2290",5,579,2325463,1,2326041
"2291",5,157,2326145,1,2326301
"2292",5,191,2326753,1,2326943
"2293",5,70,2327761,1,2327830
"2294",5,96,2327911,1,2328006
"2295",5,78,2328095,1,2328172
"2296",5,97,2329146,1,2329242
"2297",5,159,2332563,1,2332721
"2298",5,864,2334144,1,2335007
"2299",5,34,2335965,1,2335998
"2300",5,103,2337285,1,2337387
"2301",5,1707,2339890,1,2341596
"2302",5,110,2342448,1,2342557
"2303",5,855,2342839,1,2343693
"2304",5,115,2346170,1,2346284
"2305",5,96,2348534,1,2348629
"2306",5,118,2351317,1,2351434
"2307",5,181,2354171,1,2354351
"2308",5,127,2354743,1,2354869
"2309",5,100,2355037,1,2355136
"2310",5,289,2356066,1,2356354
"2311",5,111,2358519,1,2358629
"2312",5,97,2360789,1,2360885
"2313",5,153,2362635,1,2362787
"2314",5,145,2363950,1,2364094
"2315",5,117,2365775,1,2365891
"2316",5,2538,2368665,1,2371202
"2317",5,117,2373169,1,2373285
"2318",5,1031,2376108,1,2377138
"2319",5,112,2379613,1,2379724
"2320",5,112,2382408,1,2382519
"2321",5,134,2385761,1,2385894
"2322",5,658,2389286,1,2389943
"2323",5,64,2390535,1,2390598
"2324",5,138,2391027,1,2391164
"2325",5,73,2393249,1,2393321
"2326",5,559,2396416,1,2396974
"2327",5,98,2397814,1,2397911
"2328",5,139,2399751,1,2399889
"2329",5,2909,2402983,1,2405891
"2330",5,71,2407651,1,2407721
"2331",5,146,2410027,1,2410172
"2332",5,196,2412278,1,2412473
"2333",5,129,2414113,1,2414241
"2334",5,1233,2417173,1,2418405
"2335",5,107,2419785,1,2419891
"2336",5,63,2422559,1,2422621
"2337",5,117,2423795,1,2423911
"2338",5,2272,2424979,1,2427250
"2339",5,170,2430198,1,2430367
"2340",5,470,2432434,1,2432903
"2341",5,132,2434467,1,2434598
"2342",5,58,2437684,1,2437741
"2343",5,251,2440103,1,2440353
"2344",5,592,2441634,1,2442225
"2345",5,76,2443732,1,2443807
"2346",5,136,2446838,1,2446973
"2347",5,111,2448934,1,2449044
"2348",5,102,2450359,1,2450460
"2349",5,77,2452674,1,2452750
"2350",5,106,2453645,1,2453750
"2351",5,68,2459561,1,2459628
"2352",5,3346,2461414,1,2464759
"2353",5,235,2465049,1,2465283
"2354",5,127,2466297,1,2466423
"2355",5,41,2468237,1,2468277
"2356",5,338,2469309,1,2469646
"2357",5,126,2470272,1,2470397
"2358",5,148,2471228,1,2471375
"2359",5,114,2472203,1,2472316
"2360",5,139,2473863,1,2474001
"2361",5,273,2476088,1,2476360
"2362",5,55,2477462,1,2477516
"2363",5,104,2479735,1,2479838
"2364",5,146,2483007,1,2483152
"2365",5,115,2484859,1,2484973
"2366",5,459,2486897,1,2487355
"2367",5,95,2488488,1,2488582
"2368",5,352,2490709,1,2491060
"2369",5,821,2491337,1,2492157
"2370",5,135,2493447,1,2493581
"2371",5,20,2495318,1,2495337
"2372",5,1410,2497638,1,2499047
"2373",5,82,2500975,1,2501056
"2374",5,140,2502715,1,2502854
"2375",5,126,2505018,1,2505143
"2376",5,1286,2506844,1,2508129
"2377",5,70,2508223,1,2508292
"2378",5,98,2510037,1,2510134
"2379",5,98,2512408,1,2512505
"2380",5,117,2512616,1,2512732
"2381",5,169,2513798,1,2513966
"2382",5,1080,2515351,1,2516430
"2383",5,140,2517423,1,2517562
"2384",5,150,2519734,1,2519883
"2385",5,154,2521385,1,2521538
"2386",5,118,2523699,1,2523816
"2387",5,102,2525124,1,2525225
"2388",5,1964,2527314,1,2529277
"2389",5,66,2529911,1,2529976
"2390",5,137,2532387,1,2532523
"2391",5,131,2534966,1,2535096
"2392",5,101,2537513,1,2537613
"2393",5,126,2539387,1,2539512
"2394",5,1049,2542149,1,2543197
"2395",5,91,2544743,1,2544833
"2396",5,106,2546499,1,2546604
"2397",5,645,2548808,1,2549452
"2398",5,100,2550998,1,2551097
"2399",5,96,2553473,1,2553568
"2400",5,833,2555778,1,2556610
"2401",5,132,2558150,1,2558281
"2402",5,136,2560343,1,2560478
"2403",5,435,2562836,1,2563270
"2404",5,450,2564542,1,2564991
"2405",5,334,2569450,1,2569783
"2406",5,169,2571455,1,2571623
"2407",5,163,2573238,1,2573400
"2408",5,238,2574834,1,2575071
"2409",5,142,2577087,1,2577228
"2410",5,131,2578355,1,2578485
"2411",5,109,2580776,1,2580884
"2412",5,11,2584442,1,2584452
"2413",5,232,2585202,1,2585433
"2414",5,133,2586459,1,2586591
"2415",5,202,2588155,1,2588356
"2416",5,159,2590920,1,2591078
"2417",5,182,2592201,1,2592382
"2418",5,119,2594460,1,2594578
"2419",5,108,2596930,1,2597037
"2420",5,225,2599618,1,2599842
"2421",5,258,2601203,1,2601460
"2422",5,395,2602820,1,2603214
"2423",5,93,2604569,1,2604661
"2424",5,168,2605827,1,2605994
"2425",5,1074,2607084,1,2608157
"2426",5,67,2609171,1,2609237
"2427",5,136,2610593,1,2610728
"2428",5,558,2613704,1,2614261
"2429",5,1732,2615226,1,2616957
"2430",5,97,2618368,1,2618464
"2431",5,146,2619566,1,2619711
"2432",5,317,2620754,1,2621070
"2433",5,212,2621844,1,2622055
"2434",5,143,2623274,1,2623416
"2435",5,240,2625253,1,2625492
"2436",5,620,2625647,1,2626266
"2437",5,145,2626452,1,2626596
"2438",5,81,2628204,1,2628284
"2439",5,260,2629513,1,2629772
"2440",5,180,2632375,1,2632554
"2441",5,111,2634054,1,2634164
"2442",5,32,2636180,1,2636211
"2443",5,140,2639389,1,2639528
"2444",5,111,2640495,1,2640605
"2445",5,129,2642496,1,2642624
"2446",5,61,2645032,1,2645092
"2447",5,488,2647826,1,2648313
"2448",5,85,2648588,1,2648672
"2449",5,157,2649721,1,2649877
"2450",6,67,4894898,1,4894964
"2451",6,47,4895765,1,4895811
"2452",6,83,4898947,1,4899029
"2453",6,130,4899562,1,4899691
"2454",6,60,4900229,1,4900288
"2455",6,155,4906671,1,4906825
"2456",6,50,4907535,1,4907584
"2457",6,56,4921745,1,4921800
"2458",6,177,4928631,1,4928807
"2459",6,120,4938692,1,4938811
"2460",6,103,4948988,1,4949090
"2461",6,86,4952168,1,4952253
"2462",6,132,4967409,1,4967540
"2463",6,115,4967720,1,4967834
"2464",6,102,4971234,1,4971335
"2465",6,91,4998254,1,4998344
"2466",6,39,5008607,1,5008645
"2467",6,156,5008807,1,5008962
"2468",6,104,5010687,1,5010790
"2469",6,71,5014574,1,5014644
"2470",6,156,5016634,1,5016789
