"","","stimuli_3","durations_3","choices_3","choice_durations_3","record_3"
"606",14,11662909,1250,11664159,3968,11668127
"607",14,11703877,2766,11706643,2452,11709095
"608",14,11718443,1484,11719927,3734,11723661
"609",14,11746960,1917,11748877,3302,11752179
"610",14,11776061,1300,11777361,3918,11781279
"611",14,11784295,1150,11785445,4067,11789512
"612",14,11826895,2200,11829095,3018,11832113
"613",14,11872963,2150,11875113,3068,11878181
"614",14,11898163,883,11899046,4335,11903381
"615",14,11948480,867,11949347,4351,11953698
"616",14,11955347,1084,11956431,4134,11960565
"617",14,11976364,1300,11977664,3918,11981582
"618",14,11983198,5167,11988365,1016,11989381
"619",14,12030132,933,12031065,4285,12035350
"620",14,12114333,967,12115300,4251,12119551
"621",14,12128033,1000,12129033,4218,12133251
"622",14,12134900,634,12135534,4584,12140118
"623",14,12186601,1284,12187885,3934,12191819
"624",14,12195318,1250,12196568,3968,12200536
"625",14,12235418,1234,12236652,3984,12240636
"626",14,12292303,1316,12293619,3902,12297521
"627",14,12327253,1117,12328370,4101,12332471
"628",14,12334453,1167,12335620,4051,12339671
"629",14,12341303,1051,12342354,4167,12346521
"630",14,12355004,966,12355970,4251,12360221
"631",14,12369604,850,12370454,4368,12374822
"632",14,12400871,1267,12402138,3951,12406089
"633",14,12429755,817,12430572,4401,12434973
"634",14,12451089,916,12452005,4301,12456306
"635",14,12467555,684,12468239,4534,12472773
"636",14,12474722,1084,12475806,4134,12479940
"637",14,12591041,1017,12592058,4201,12596259
"638",14,12597924,1084,12599008,4134,12603142
"639",14,12633525,783,12634308,4435,12638743
"640",14,12647675,1950,12649625,3268,12652893
"641",15,14753592,1317,14754909,3901,14758810
"642",15,14843527,1383,14844910,3835,14848745
"643",15,14857260,1051,14858311,4167,14862478
"644",15,14877794,1267,14879061,3951,14883012
"645",15,14898378,1833,14900211,3385,14903596
"646",15,14933562,1300,14934862,3918,14938780
"647",15,14940412,1217,14941629,4001,14945630
"648",15,14954095,1167,14955262,4051,14959313
"649",15,14975079,817,14975896,4401,14980297
"650",15,14982012,934,14982946,4284,14987230
"651",15,14988879,817,14989696,4401,14994097
"652",15,15016830,1417,15018247,3801,15022048
"653",15,15038180,1284,15039464,3934,15043398
"654",15,15065914,1467,15067381,3751,15071132
"655",15,15072764,1133,15073897,4085,15077982
"656",15,15110398,2317,15112715,2901,15115616
"657",15,15125481,1434,15126915,3784,15130699
"658",15,15132315,1283,15133598,3935,15137533
"659",15,15166799,2100,15168899,3118,15172017
"660",15,15194216,1000,15195216,4218,15199434
"661",15,15243667,1016,15244683,4202,15248885
"662",15,15250533,1184,15251717,4034,15255751
"663",15,15264267,1150,15265417,4068,15269485
"664",15,15306734,1101,15307835,4117,15311952
"665",15,15348635,1350,15349985,3868,15353853
"666",15,15355485,1000,15356485,4218,15360703
"667",15,15382936,1166,15384102,4052,15388154
"668",15,15389786,983,15390769,4235,15395004
"669",15,15511338,1283,15512621,3935,15516556
"670",15,15578089,1000,15579089,4218,15583307
"671",15,15584939,1100,15586039,4118,15590157
"672",15,15693490,1251,15694741,3968,15698709
"673",15,15727858,1150,15729008,4068,15733076
"674",15,15794142,1400,15795542,3818,15799360
"675",15,15810226,1517,15811743,3701,15815444
"676",15,15836610,1150,15837760,4067,15841827
"677",15,15843810,1133,15844943,4084,15849027
"678",15,15851376,784,15852160,4434,15856594
"679",15,15877660,817,15878477,4401,15882878
"680",15,15967312,1783,15969095,3435,15972530
"681",15,15996062,834,15996896,4384,16001280
"682",15,16019162,1201,16020363,4017,16024380
"683",15,16026013,1050,16027063,4167,16031230
"684",15,16071930,950,16072880,4268,16077148
"685",15,16078780,634,16079414,4584,16083998
"686",15,16085647,2750,16088397,2468,16090865
"687",15,16175732,1100,16176832,4117,16180949
"688",16,8181551,1717,8183268,3501,8186769
"689",16,8257969,1650,8259619,3568,8263187
"690",16,8278386,1734,8280120,3484,8283604
"691",16,8314453,3851,8318304,1367,8319671
"692",16,8332437,1534,8333971,3684,8337655
"693",16,8346504,1400,8347904,3818,8351722
"694",16,8447222,2067,8449289,3151,8452440
"695",16,8484222,2167,8486389,3052,8489441
"696",16,8597558,2750,8600308,2467,8602775
"697",16,8622041,1301,8623342,3917,8627259
"698",16,8656192,3200,8659392,2018,8661410
"699",16,8735693,1900,8737593,3318,8740911
"700",16,8743026,2100,8745126,3118,8748244
"701",16,8765677,2517,8768194,2701,8770895
"702",16,8779744,2883,8782627,2334,8784961
"703",16,8802377,1500,8803877,3718,8807595
"704",16,8838011,3767,8841778,1451,8843229
"705",16,8858678,2717,8861395,2501,8863896
"706",16,8926296,1817,8928113,3401,8931514
"707",16,8941879,2067,8943946,3151,8947097
"708",16,8965663,1250,8966913,3968,8970881
"709",16,9045781,1717,9047498,3501,9050999
"710",16,9052631,4550,9057181,1017,9058198
"711",16,9098748,4067,9102815,1151,9103966
"712",16,9144366,1566,9145932,3652,9149584
"713",16,9180083,5233,9185316,1017,9186333
"714",16,9197733,1284,9199017,3934,9202951
"715",16,9231800,1267,9233067,3951,9237018
"716",16,9276701,1200,9277901,4018,9281919
"717",16,9291468,2200,9293668,3018,9296686
"718",16,9319035,2017,9321052,3201,9324253
"719",16,9326685,2100,9328785,3118,9331903
"720",16,9372919,1650,9374569,3568,9378137
"721",16,9450020,1117,9451137,4101,9455238
"722",16,9464970,1151,9466121,4067,9470188
"723",16,9472837,4400,9477237,1017,9478254
"724",16,9577522,4900,9582422,1017,9583439
"725",16,9593806,1650,9595456,3568,9599024
"726",16,9631206,4950,9636156,1017,9637173
"727",16,9689557,3567,9693124,1651,9694775
"728",16,9722624,1217,9723841,4001,9727842
"729",16,9729708,1500,9731208,3718,9734926
"730",16,9752991,2651,9755642,2567,9758209
"731",17,2421672,2414,2424086,2804,2426890
"732",17,2463503,2767,2466270,2451,2468721
"733",17,2485854,1400,2487254,3817,2491071
"734",17,2499537,3250,2502787,1968,2504755
"735",17,2506387,2567,2508954,2651,2511605
"736",17,2526921,5167,2532088,1016,2533104
"737",17,2570005,1500,2571505,3718,2575223
"738",17,2655689,2134,2657823,3084,2660907
"739",17,2719890,2350,2722240,2868,2725108
"740",17,2756691,1466,2758157,3752,2761909
"741",17,2771974,1500,2773474,3718,2777192
"742",17,2792608,4083,2796691,1135,2797826
"743",17,2863225,3767,2866992,1451,2868443
"744",17,2883826,1783,2885609,3435,2889044
"745",17,2890659,2850,2893509,2368,2895877
"746",17,2938326,3384,2941710,1834,2943544
"747",17,2960493,5601,2966094,1016,2967110
"748",17,2975760,1217,2976977,4001,2980978
"749",17,3133813,1916,3135729,3302,3139031
"750",17,3191947,1283,3193230,3935,3197165
"751",17,3252481,3084,3255565,2134,3257699
"752",17,3259331,1650,3260981,3568,3264549
"753",17,3279898,1550,3281448,3668,3285116
"754",17,3286748,1850,3288598,3368,3291966
"755",17,3293582,6017,3299599,1016,3300615
"756",17,3309132,3467,3312599,1751,3314350
"757",17,3315999,3166,3319165,2052,3321217
"758",17,3329682,2634,3332316,2584,3334900
"759",17,3336549,1467,3338016,3751,3341767
"760",17,3357232,3517,3360749,1701,3362450
"761",17,3364082,1718,3365800,3500,3369300
"762",17,3395783,1234,3397017,3984,3401001
"763",17,3437034,2000,3439034,3218,3442252
"764",17,3484268,983,3485251,4235,3489486
"765",17,3491134,1334,3492468,3884,3496352
"766",17,3527102,5166,3532268,1017,3533285
"767",17,3601003,1966,3602969,3252,3606221
"768",17,3621953,5200,3627153,1017,3628170
"769",17,3692687,2650,3695337,2568,3697905
"770",17,3746538,2167,3748705,3051,3751756
"771",17,3760272,2850,3763122,2368,3765490
"772",17,3816272,2034,3818306,3184,3821490
"773",17,3855990,1300,3857290,3918,3861208
"774",17,3883440,1667,3885107,3551,3888658
"775",17,3922474,2283,3924757,2935,3927692
"776",18,13116604,1484,13118088,3734,13121822
"777",18,13123471,1617,13125088,3601,13128689
"778",18,13130338,1600,13131938,3618,13135556
"779",18,13192022,1817,13193839,3401,13197240
"780",18,13219656,1333,13220989,3885,13224874
"781",18,13288257,1583,13289840,3635,13293475
"782",18,13323324,1350,13324674,3868,13328542
"783",18,13330174,1067,13331241,4151,13335392
"784",18,13337041,1100,13338141,4118,13342259
"785",18,13379741,1484,13381225,3735,13384960
"786",18,13407992,967,13408959,4251,13413210
"787",18,13436426,1533,13437959,3685,13441644
"788",18,13451159,1017,13452176,4201,13456377
"789",18,13458043,1350,13459393,3868,13463261
"790",18,13479276,1967,13481243,3251,13484494
"791",18,13486126,1251,13487377,3967,13491344
"792",18,13499843,1650,13501493,3568,13505061
"793",18,13507543,1184,13508727,4034,13512761
"794",18,13528144,1533,13529677,3685,13533362
"795",18,13550477,1067,13551544,4151,13555695
"796",18,13585111,1267,13586378,3951,13590329
"797",18,13614245,1217,13615462,4001,13619463
"798",18,13638179,1100,13639279,4118,13643397
"799",18,13689946,1067,13691013,4151,13695164
"800",18,13696979,1067,13698046,4151,13702197
"801",18,13738247,883,13739130,4335,13743465
"802",18,13809581,1334,13810915,3884,13814799
"803",18,13816748,1083,13817831,4135,13821966
"804",18,13823881,1117,13824998,4101,13829099
"805",18,13845498,1234,13846732,3984,13850716
"806",18,13852348,1134,13853482,4084,13857566
"807",18,13866815,984,13867799,4234,13872033
"808",18,13909133,2416,13911549,2802,13914351
"809",18,13922999,1284,13924283,3934,13928217
"810",18,13936700,783,13937483,4435,13941918
"811",18,13959867,1267,13961134,3951,13965085
"812",18,14060351,984,14061335,4234,14065569
"813",18,14067202,933,14068135,4285,14072420
"814",18,14101769,950,14102719,4268,14106987
"815",18,14168120,1217,14169337,4001,14173338
"816",18,14255104,951,14256055,4267,14260322
"817",18,14261938,1117,14263055,4101,14267156
"818",18,14269788,1083,14270871,4135,14275006
"819",18,14290522,1666,14292188,3551,14295739
"820",18,14305872,1150,14307022,4068,14311090
"821",18,14324155,1334,14325489,3884,14329373
"822",18,14359989,1067,14361056,4151,14365207
"823",18,14438940,1234,14440174,3984,14444158
"824",18,14480308,1033,14481341,4185,14485526
"825",18,14508708,1284,14509992,3934,14513926
"826",18,14515558,1084,14516642,4134,14520776
"827",19,16467687,1183,16468870,4035,16472905
"828",19,16585722,3434,16589156,1784,16590940
"829",19,16635206,2534,16637740,2684,16640424
"830",19,16700840,1167,16702007,4051,16706058
"831",19,16715857,3217,16719074,2001,16721075
"832",19,16743291,1367,16744658,3851,16748509
"833",19,16787175,2000,16789175,3218,16792393
"834",19,16807742,2050,16809792,3168,16812960
"835",19,16849543,1417,16850960,3801,16854761
"836",19,16883793,1934,16885727,3284,16889011
"837",19,16890627,1500,16892127,3718,16895845
"838",19,16926677,3634,16930311,1584,16931895
"839",19,16933544,1400,16934944,3818,16938762
"840",19,16940411,1883,16942294,3335,16945629
"841",19,16947244,2950,16950194,2268,16952462
"842",19,16954378,3100,16957478,2118,16959596
"843",19,16968511,1901,16970412,3317,16973729
"844",19,16975711,2101,16977812,3117,16980929
"845",19,17044546,1566,17046112,3652,17049764
"846",19,17065096,1217,17066313,4001,17070314
"847",19,17078846,1900,17080746,3318,17084064
"848",19,17092863,1333,17094196,3885,17098081
"849",19,17099896,1317,17101213,3901,17105114
"850",19,17127930,1550,17129480,3668,17133148
"851",19,17143580,1301,17144881,3917,17148798
"852",19,17185864,717,17186581,4501,17191082
"853",19,17221715,1834,17223549,3384,17226933
"854",19,17249815,3084,17252899,2134,17255033
"855",19,17271066,2050,17273116,3168,17276284
"856",19,17292466,784,17293250,4434,17297684
"857",19,17329816,2101,17331917,3117,17335034
"858",19,17364117,2567,17366684,2651,17369335
"859",19,17440535,1250,17441785,3968,17445753
"860",19,17530103,1350,17531453,3868,17535321
"861",19,17543836,901,17544737,4317,17549054
"862",19,17550670,1650,17552320,3568,17555888
"863",19,17585454,1300,17586754,3918,17590672
"864",19,17621788,1350,17623138,3868,17627006
"865",19,17642355,1350,17643705,3867,17647572
"866",19,17683539,1116,17684655,4101,17688756
"867",19,17711506,1016,17712522,4202,17716724
"868",19,17738956,2100,17741056,3118,17744174
"869",19,17780607,2850,17783457,2367,17785824
"870",19,17794590,3534,17798124,1684,17799808
"871",19,17815891,1016,17816907,4202,17821109
"872",19,17830241,833,17831074,4385,17835459
"873",19,17844674,784,17845458,4434,17849892
"874",19,17851524,850,17852374,4368,17856742
"875",19,17858391,984,17859375,4234,17863609
"876",20,20518097,2601,20520698,2617,20523315
"877",20,20539314,2517,20541831,2702,20544533
"878",20,20552998,1617,20554615,3601,20558216
"879",20,20587548,867,20588415,4351,20592766
"880",20,20643116,1634,20644750,3584,20648334
"881",20,20649966,2867,20652833,2351,20655184
"882",20,20698300,1350,20699650,3868,20703518
"883",20,20740467,1867,20742334,3351,20745685
"884",20,20761251,1050,20762301,4168,20766469
"885",20,20791935,5417,20797352,1016,20798368
"886",20,20813702,3284,20816986,1934,20818920
"887",20,20854853,733,20855586,4484,20860070
"888",20,20861919,1084,20863003,4134,20867137
"889",20,20875636,1134,20876770,4084,20880854
"890",20,20882486,1234,20883720,3984,20887704
"891",20,20909920,2167,20912087,3051,20915138
"892",20,20924104,1617,20925721,3600,20929321
"893",20,20951937,2467,20954404,2751,20957155
"894",20,20965888,1900,20967788,3318,20971106
"895",20,21007705,1100,21008805,4118,21012923
"896",20,21072022,1418,21073440,3800,21077240
"897",20,21093823,1867,21095690,3351,21099041
"898",20,21100656,1984,21102640,3234,21105874
"899",20,21128757,1783,21130540,3435,21133975
"900",20,21192824,1134,21193958,4084,21198042
"901",20,21200708,1433,21202141,3785,21205926
"902",20,21214408,1634,21216042,3584,21219626
"903",20,21271826,1033,21272859,4184,21277043
"904",20,21314660,2466,21317126,2752,21319878
"905",20,21335960,2117,21338077,3101,21341178
"906",20,21349910,1100,21351010,4118,21355128
"907",20,21378160,2684,21380844,2534,21383378
"908",20,21421061,2000,21423061,3218,21426279
"909",20,21457412,1267,21458679,3951,21462630
"910",20,21556813,3701,21560514,1517,21562031
"911",20,21575597,1267,21576864,3951,21580815
"912",20,21597130,2051,21599181,3167,21602348
"913",20,21610814,1800,21612614,3418,21616032
"914",20,21617647,2351,21619998,2867,21622865
"915",20,21624498,1216,21625714,4002,21629716
"916",20,21659065,1650,21660715,3568,21664283
"917",20,21703749,2317,21706066,2901,21708967
"918",20,21710582,1284,21711866,3934,21715800
"919",20,21748616,1800,21750416,3418,21753834
"920",20,21763583,2650,21766233,2568,21768801
"921",20,21784100,1417,21785517,3801,21789318
"922",20,21794367,2700,21797067,2518,21799585
"923",20,21801200,2767,21803967,2451,21806418
"924",20,21814917,1584,21816501,3634,21820135
"925",20,21835484,2484,21837968,2734,21840702
"926",20,21856784,1034,21857818,4184,21862002
"927",20,21863635,867,21864502,4350,21868852
"928",20,21898552,1583,21900135,3635,21903770
"929",20,21924186,1850,21926036,3367,21929403
"930",21,4150820,3017,4153837,2201,4156038
"931",21,4200754,1451,4202205,3767,4205972
"932",21,4280539,2567,4283106,2651,4285757
"933",21,4308289,1067,4309356,4151,4313507
"934",21,4329023,1667,4330690,3551,4334241
"935",21,4356573,1234,4357807,3984,4361791
"936",21,4371074,1350,4372424,3867,4376291
"937",21,4439691,8284,4447975,1017,4448992
"938",21,4478692,3067,4481759,2151,4483910
"939",21,4492375,1867,4494242,3351,4497593
"940",21,4499209,1383,4500592,3835,4504427
"941",21,4533443,1683,4535126,3535,4538661
"942",21,4554276,1117,4555393,4101,4559494
"943",21,4561143,1350,4562493,3868,4566361
"944",21,4588560,2950,4591510,2268,4593778
"945",21,4595393,1317,4596710,3901,4600611
"946",21,4644144,2484,4646628,2734,4649362
"947",21,4670128,1217,4671345,4001,4675346
"948",21,4734179,1717,4735896,3501,4739397
"949",21,4747879,1584,4749463,3634,4753097
"950",21,4772546,1117,4773663,4101,4777764
"951",21,4808980,1250,4810230,3968,4814198
"952",21,4822697,1283,4823980,3935,4827915
"953",21,4878364,4684,4883048,1017,4884065
"954",21,4892848,1400,4894248,3818,4898066
"955",21,4899681,2400,4902081,2818,4904899
"956",21,4968732,1634,4970366,3584,4973950
"957",21,5064417,6383,5070800,1017,5071817
"958",21,5116168,2950,5119118,2268,5121386
"959",21,5123034,3417,5126451,1801,5128252
"960",21,5129885,1333,5131218,3884,5135102
"961",21,5136718,2150,5138868,3068,5141936
"962",21,5157752,1000,5158752,4218,5162970
"963",21,5200019,1384,5201403,3834,5205237
"964",21,5220602,1268,5221870,3950,5225820
"965",21,5227469,1650,5229119,3568,5232687
"966",21,5241253,1467,5242720,3751,5246471
"967",21,5304254,1500,5305754,3718,5309472
"968",21,5353871,1234,5355105,3984,5359089
"969",21,5374405,800,5375205,4418,5379623
"970",21,5381255,900,5382155,4318,5386473
"971",21,5394938,1301,5396239,3917,5400156
"972",21,5430106,1333,5431439,3885,5435324
"973",21,5554724,1250,5555974,3968,5559942
"974",21,5568424,2017,5570441,3201,5573642
"975",22,11669995,2450,11672445,2768,11675213
"976",22,11792913,2417,11795330,2801,11798131
"977",22,11870431,1717,11872148,3501,11875649
"978",22,11919965,2717,11922682,2501,11925183
"979",22,11927182,1500,11928682,3718,11932400
"980",22,11942232,1917,11944149,3301,11947450
"981",22,11983433,1750,11985183,3468,11988651
"982",22,11990716,2351,11993067,2867,11995934
"983",22,12011300,2350,12013650,2868,12016518
"984",22,12053467,1934,12055401,3284,12058685
"985",22,12079101,1083,12080184,4135,12084319
"986",22,12093368,1100,12094468,4118,12098586
"987",22,12116918,1217,12118135,4001,12122136
"988",22,12123752,1350,12125102,3867,12128969
"989",22,12183219,1650,12184869,3568,12188437
"990",22,12247520,3334,12250854,1884,12252738
"991",22,12261237,3134,12264371,2084,12266455
"992",22,12268437,800,12269237,4418,12273655
"993",22,12276854,3034,12279888,2184,12282072
"994",22,12290688,1816,12292504,3402,12295906
"995",22,12298504,1467,12299971,3751,12303722
"996",22,12375389,1900,12377289,3318,12380607
"997",22,12431523,900,12432423,4318,12436741
"998",22,12459873,2701,12462574,2517,12465091
"999",22,12481374,1666,12483040,3552,12486592
"1000",22,12488224,1150,12489374,4068,12493442
"1001",22,12568392,1383,12569775,3835,12573610
"1002",22,12639159,1584,12640743,3634,12644377
"1003",22,12646443,900,12647343,4318,12651661
"1004",22,12660143,1017,12661160,4201,12665361
"1005",22,12668843,2484,12671327,2734,12674061
"1006",22,12682560,1484,12684044,3734,12687778
"1007",22,12689427,1617,12691044,3601,12694645
"1008",22,12696277,1217,12697494,4001,12701495
"1009",22,12717727,1734,12719461,3484,12722945
"1010",22,12759194,2051,12761245,3167,12764412
"1011",22,12787612,2266,12789878,2951,12792829
"1012",22,12816745,834,12817579,4384,12821963
"1013",22,12889063,850,12889913,4368,12894281
"1014",22,12902797,833,12903630,4385,12908015
"1015",22,12937697,2000,12939697,3218,12942915
"1016",22,12951431,1717,12953148,3501,12956649
"1017",22,12980048,1850,12981898,3368,12985266
"1018",22,12987631,1467,12989098,3751,12992849
"1019",22,13002748,1450,13004198,3768,13007966
"1020",22,13010648,1200,13011848,4018,13015866
"1021",22,13031415,1500,13032915,3718,13036633
"1022",22,13061032,801,13061833,4417,13066250
"1023",23,14905393,1384,14906777,3834,14910611
"1024",23,14912227,2017,14914244,3201,14917445
"1025",23,14962061,1183,14963244,4035,14967279
"1026",23,14968928,1583,14970511,3634,14974145
"1027",23,14975794,1401,14977195,3817,14981012
"1028",23,14982661,1301,14983962,3917,14987879
"1029",23,14996595,2183,14998778,3035,15001813
"1030",23,15010478,917,15011395,4301,15015696
"1031",23,15079979,1134,15081113,4084,15085197
"1032",23,15086846,1484,15088330,3734,15092064
"1033",23,15107680,1333,15109013,3885,15112898
"1034",23,15149214,1083,15150297,4135,15154432
"1035",23,15176781,1817,15178598,3401,15181999
"1036",23,15204965,1300,15206265,3917,15210182
"1037",23,15211848,717,15212565,4501,15217066
"1038",23,15287299,1834,15289133,3384,15292517
"1039",23,15315133,1250,15316383,3968,15320351
"1040",23,15328866,2767,15331633,2451,15334084
"1041",23,15411318,1733,15413051,3485,15416536
"1042",23,15439301,1701,15441002,3517,15444519
"1043",23,15454318,1267,15455585,3951,15459536
"1044",23,15468019,1816,15469835,3402,15473237
"1045",23,15495886,1217,15497103,4001,15501104
"1046",23,15510036,4100,15514136,1118,15515254
"1047",23,15544570,1017,15545587,4201,15549788
"1048",23,15585687,1184,15586871,4034,15590905
"1049",23,15606237,884,15607121,4334,15611455
"1050",23,15654871,2901,15657772,2317,15660089
"1051",23,15703789,1217,15705006,4001,15709007
"1052",23,15717506,1167,15718673,4051,15722724
"1053",23,15724372,1301,15725673,3917,15729590
"1054",23,15829024,1417,15830441,3801,15834242
"1055",23,15856658,1317,15857975,3901,15861876
"1056",23,15863525,1083,15864608,4134,15868742
"1057",23,15884725,1333,15886058,3885,15889943
"1058",23,15948093,833,15948926,4384,15953310
"1059",23,15962543,1117,15963660,4101,15967761
"1060",23,16031994,783,16032777,4435,16037212
"1061",23,16059411,1117,16060528,4101,16064629
"1062",23,16116428,1101,16117529,4117,16121646
"1063",23,16146112,767,16146879,4451,16151330
"1064",24,18841670,2600,18844270,2618,18846888
"1065",24,18876020,1550,18877570,3668,18881238
"1066",24,18889720,1550,18891270,3668,18894938
"1067",24,18945738,2967,18948705,2251,18950956
"1068",24,18993738,1717,18995455,3501,18998956
"1069",24,19007439,2167,19009606,3051,19012657
"1070",24,19059723,1467,19061190,3751,19064941
"1071",24,19066573,2400,19068973,2818,19071791
"1072",24,19123090,7718,19130808,1016,19131824
"1073",24,19156474,3584,19160058,1634,19161692
"1074",24,19190741,2001,19192742,3217,19195959
"1075",24,19197575,1033,19198608,4185,19202793
"1076",24,19227192,1334,19228526,3884,19232410
"1077",24,19234075,1701,19235776,3517,19239293
"1078",24,19247976,2983,19250959,2234,19253193
"1079",24,19318610,1734,19320344,3484,19323828
"1080",24,19339410,2601,19342011,2617,19344628
"1081",24,19346277,2917,19349194,2301,19351495
"1082",24,19368744,1900,19370644,3318,19373962
"1083",24,19411195,1100,19412295,4118,19416413
"1084",24,19461579,3834,19465413,1384,19466797
"1085",24,19475496,3667,19479163,1551,19480714
"1086",24,19482363,1466,19483829,3751,19487580
"1087",24,19504380,1983,19506363,3234,19509597
"1088",24,19547347,2267,19549614,2951,19552565
"1089",24,19633565,2383,19635948,2835,19638783
"1090",24,19657049,1883,19658932,3334,19662266
"1091",24,19725883,1517,19727400,3701,19731101
"1092",24,19792067,2017,19794084,3201,19797285
"1093",24,19806267,2484,19808751,2734,19811485
"1094",24,19872135,3184,19875319,2034,19877353
"1095",24,19910486,1250,19911736,3968,19915704
"1096",24,19924186,2767,19926953,2451,19929404
"1097",24,19983020,2217,19985237,3001,19988238
"1098",24,20014804,1084,20015888,4134,20020022
"1099",24,20042404,2417,20044821,2801,20047622
"1100",24,20049421,4917,20054338,1017,20055355
"1101",24,20064271,1734,20066005,3484,20069489
"1102",24,20095255,1300,20096555,3918,20100473
"1103",24,20136623,1883,20138506,3334,20141840
"1104",24,20248774,1500,20250274,3718,20253992
"1105",25,22748246,2000,22750246,3218,22753464
"1106",25,22761963,2617,22764580,2601,22767181
"1107",25,22796663,4201,22800864,1017,22801881
"1108",25,22803664,1666,22805330,3551,22808881
"1109",25,22840164,1684,22841848,3534,22845382
"1110",25,22847014,3184,22850198,2034,22852232
"1111",25,22896248,3350,22899598,1868,22901466
"1112",25,22909965,4350,22914315,1017,22915332
"1113",25,22980016,1517,22981533,3701,22985234
"1114",25,22994216,3817,22998033,1401,22999434
"1115",25,23001067,5850,23006917,1017,23007934
"1116",25,23023534,1200,23024734,4018,23028752
"1117",25,23051984,1717,23053701,3501,23057202
"1118",25,23073168,2067,23075235,3151,23078386
"1119",25,23094085,4350,23098435,1017,23099452
"1120",25,23116385,2334,23118719,2884,23121603
"1121",25,23168852,3151,23172003,2067,23174070
"1122",25,23192270,1950,23194220,3267,23197487
"1123",25,23221887,2383,23224270,2835,23227105
"1124",25,23228953,1251,23230204,3967,23234171
"1125",25,23281471,3383,23284854,1835,23286689
"1126",25,23302521,4067,23306588,1151,23307739
"1127",25,23328372,1050,23329422,4167,23333589
"1128",25,23418406,2701,23421107,2517,23423624
"1129",25,23443157,1633,23444790,3585,23448375
"1130",25,23449990,3700,23453690,1518,23455208
"1131",25,23456857,1367,23458224,3851,23462075
"1132",25,23472824,1317,23474141,3901,23478042
"1133",25,23479674,1217,23480891,4001,23484892
"1134",25,23550642,2267,23552909,2951,23555860
"1135",25,23557759,2200,23559959,3017,23562976
"1136",25,23564925,1717,23566642,3501,23570143
"1137",25,23572059,1817,23573876,3401,23577277
"1138",25,23600676,1317,23601993,3901,23605894
"1139",25,23615059,2351,23617410,2867,23620277
"1140",25,23622226,3167,23625393,2051,23627444
"1141",25,23713894,3750,23717644,1468,23719112
"1142",25,23727994,1801,23729795,3417,23733212
"1143",25,23749745,6517,23756262,1016,23757278
"1144",25,23759128,1817,23760945,3401,23764346
"1145",25,23773095,1267,23774362,3951,23778313
"1146",25,23779945,1834,23781779,3384,23785163
"1147",25,23880897,1533,23882430,3685,23886115
"1148",25,23894930,1384,23896314,3834,23900148
"1149",25,23923098,1800,23924898,3417,23928315
"1150",25,23972982,1400,23974382,3818,23978200
"1151",25,24051199,1251,24052450,3967,24056417
"1152",25,24097000,1134,24098134,4084,24102218
"1153",26,4292004,1683,4293687,3535,4297222
"1154",26,4305737,3450,4309187,1768,4310955
"1155",26,4347988,1567,4349555,3651,4353206
"1156",26,4368555,6283,4374838,1017,4375855
"1157",26,4384938,5167,4390105,1017,4391122
"1158",26,4456622,1984,4458606,3234,4461840
"1159",26,4463489,2350,4465839,2868,4468707
"1160",26,4490940,1450,4492390,3768,4496158
"1161",26,4511607,1300,4512907,3917,4516824
"1162",26,4532757,1167,4533924,4051,4537975
"1163",26,4603275,1333,4604608,3884,4608492
"1164",26,4610108,2867,4612975,2351,4615326
"1165",26,4701592,1217,4702809,4001,4706810
"1166",26,4715976,1700,4717676,3518,4721194
"1167",26,4731460,1716,4733176,3501,4736677
"1168",26,4828961,2084,4831045,3134,4834179
"1169",26,4848311,1834,4850145,3384,4853529
"1170",26,4856295,2017,4858312,3201,4861513
"1171",26,4878262,1566,4879828,3652,4883480
"1172",26,4885245,2167,4887412,3051,4890463
"1173",26,4955113,1750,4956863,3467,4960330
"1174",26,4989363,934,4990297,4284,4994581
"1175",26,5009947,1683,5011630,3535,5015165
"1176",26,5052997,1251,5054248,3967,5058215
"1177",26,5059864,1517,5061381,3701,5065082
"1178",26,5116115,1217,5117332,4001,5121333
"1179",26,5143582,1684,5145266,3534,5148800
"1180",26,5150449,1783,5152232,3435,5155667
"1181",26,5165566,1933,5167499,3284,5170783
"1182",26,5179866,1267,5181133,3951,5185084
"1183",26,5194916,1350,5196266,3868,5200134
"1184",26,5209283,833,5210116,4385,5214501
"1185",26,5223850,1233,5225083,3985,5229068
"1186",26,5275234,5150,5280384,1017,5281401
"1187",26,5290401,1283,5291684,3935,5295619
"1188",26,5311501,1700,5313201,3518,5316719
"1189",26,5332051,1667,5333718,3551,5337269
"1190",26,5352601,1001,5353602,4217,5357819
"1191",26,5416919,884,5417803,4334,5422137
"1192",26,5423769,1517,5425286,3701,5428987
"1193",26,5438169,1317,5439486,3901,5443387
"1194",26,5513737,1200,5514937,4018,5518955
"1195",26,5520570,3151,5523721,2067,5525788
"1196",26,5548004,1900,5549904,3318,5553222
"1197",26,5554888,2133,5557021,3085,5560106
"1198",26,5617172,1083,5618255,4135,5622390
"1199",26,5630889,950,5631839,4268,5636107
"1200",26,5658289,817,5659106,4401,5663507
"1201",26,5665156,1633,5666789,3585,5670374
"1202",27,7643000,1234,7644234,3984,7648218
"1203",27,7650400,2834,7653234,2384,7655618
"1204",27,7786952,1817,7788769,3401,7792170
"1205",27,7800686,1800,7802486,3418,7805904
